entity,entity_name,lpa_reference,lpa_name,la_name
44006501,Dunham Town,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006512,Stamford New Road,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006505,George Street,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006502,Dunham Woodhouses,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006509,Old Market Place,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006510,Sandiway,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006507,Linotype,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006500,Brogden Grove,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006515,Warburton,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44009105,Ashton Upon Mersey,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006504,Flixton,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006508,Longford,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006503,Empress,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44006498,Barton Upon Irwell,E60000033,Trafford LPA,Trafford Metropolitan Borough Council
44004796,"Park Road, Golborne",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004795,Golborne Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004797,"Pennington, Leigh",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44001008,"Bridgewater Canal, Leigh",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000815,Leigh Bridge,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000813,Leigh Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000810,"Railway Road, Leigh",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44001009,"Astley Village, Tyldesley",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004798,Tyldesley Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004799,"Howe Bridge, Atherton",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000814,"Market Place, Atherton",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000816,Hindley Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004794,Wigan Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44001007,"Dicconson, Wigan",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000811,"Mesnes, Wigan",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000817,"Wigan Lane, Wigan",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000819,"Green Hill, Wigan",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000818,"Haigh Village, Haigh",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000812,"Mayflower, Standish",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000820,Ashton-in-Makerfield Town Centre,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004793,"Wigan Pier, Wigan",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44004792,"Church Lane, Shevington",E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44000809,Standish,E60000034,Wigan LPA,Wigan Metropolitan Borough Council
44009201,Hurstwood,E60000035,Burnley LPA,Burnley Borough Council
44009199,Burnley Wood,E60000035,Burnley LPA,Burnley Borough Council
44009196,Palatine,E60000035,Burnley LPA,Burnley Borough Council
44009200,Worsthorne,E60000035,Burnley LPA,Burnley Borough Council
44009202,Burnley Town Centre,E60000035,Burnley LPA,Burnley Borough Council
44009195,Canalside,E60000035,Burnley LPA,Burnley Borough Council
44009193,Top o' th' Town,E60000035,Burnley LPA,Burnley Borough Council
44009194,Jib Hill,E60000035,Burnley LPA,Burnley Borough Council
44009198,Harle Syke,E60000035,Burnley LPA,Burnley Borough Council
44009197,Padiham,E60000035,Burnley LPA,Burnley Borough Council
44004784,Croston,E60000036,Chorley LPA,Chorley Borough Council
44004783,Bretherton,E60000036,Chorley LPA,Chorley Borough Council
44004785,Rivington,E60000036,Chorley LPA,Chorley Borough Council
44004786,"St George's, Chorley",E60000036,Chorley LPA,Chorley Borough Council
44004787,"St Laurence's, Chorley",E60000036,Chorley LPA,Chorley Borough Council
44004788,White Coppice,E60000036,Chorley LPA,Chorley Borough Council
44004791,Abbey Village,E60000036,Chorley LPA,Chorley Borough Council
44004789,Withnell Fold,E60000036,Chorley LPA,Chorley Borough Council
44004790,Brindle,E60000036,Chorley LPA,Chorley Borough Council
44005642,Rhyddings,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005643,Straits,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005645,Christ Church,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005644,Stanhill,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005646,Accrington Town Centre,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005647,Church Canalside,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005648,Mercer Park,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005649,Tottleworth,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005650,Great Harwood,E60000038,Hyndburn LPA,Hyndburn Borough Council
44005651,St James,E60000038,Hyndburn LPA,Hyndburn Borough Council
44000286,"Scholefield and Coldweather, Nelson",E60000040,Pendle LPA,Pendle Borough Council
44000293,Brierfield Mills,E60000040,Pendle LPA,Pendle Borough Council
44004837,"Southfield, Nelson",E60000040,Pendle LPA,Pendle Borough Council
44000290,"Edge End, Nelson",E60000040,Pendle LPA,Pendle Borough Council
44006685,"Whitefield, Nelson",E60000040,Pendle LPA,Pendle Borough Council
44000282,"Lomeshaye Industrial Hamlet, Nelson",E60000040,Pendle LPA,Pendle Borough Council
44000278,"Carr Hall Road, Barrowford",E60000040,Pendle LPA,Pendle Borough Council
44000279,"Carr Hall and Wheatley Lane Road, Barrowford",E60000040,Pendle LPA,Pendle Borough Council
44000284,"Primet Bridge, Colne",E60000040,Pendle LPA,Pendle Borough Council
44000277,Barrowford,E60000040,Pendle LPA,Pendle Borough Council
44000288,Higham,E60000040,Pendle LPA,Pendle Borough Council
44000285,Sabden Fold,E60000040,Pendle LPA,Pendle Borough Council
44000283,Newchurch and Spenbrook,E60000040,Pendle LPA,Pendle Borough Council
44000280,"Greenfield, Colne",E60000040,Pendle LPA,Pendle Borough Council
44000281,Higherford,E60000040,Pendle LPA,Pendle Borough Council
44000276,"Albert Road, Colne",E60000040,Pendle LPA,Pendle Borough Council
44000287,"Whitehough, Barley",E60000040,Pendle LPA,Pendle Borough Council
44000292,"Calf Hall and Gillians, Barnoldswick",E60000040,Pendle LPA,Pendle Borough Council
44000274,Barnoldswick,E60000040,Pendle LPA,Pendle Borough Council
44000291,"Cornmill and Valley Gardens, Barnoldswick",E60000040,Pendle LPA,Pendle Borough Council
44006686,Wycoller,E60000040,Pendle LPA,Pendle Borough Council
44000275,"Lidgett and Bents, Colne",E60000040,Pendle LPA,Pendle Borough Council
44000289,Earby,E60000040,Pendle LPA,Pendle Borough Council
44004054,Ribchester,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004060,"Newtown, Longridge",E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004047,Whalley,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004042,Wiswell,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004062,Sabden,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004052,Pendleton,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004048,Clitheroe,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004061,Worston,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004045,Waddington,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004049,Chatburn,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004057,Downham,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004051,Grindleton,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004053,Sawley,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004044,Gisburn,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004055,Bolton by Bowland,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004059,"St Lawrence's Church, Longridge",E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004050,Longridge,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004058,Hurst Green,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004043,Chipping,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004063,Kirk Mill,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004046,Newton,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44004056,Slaidburn,E60000042,Ribble Valley LPA,Ribble Valley Borough Council
44010134,Whitworth Square,E60000043,Rossendale LPA,Rossendale Borough Council
44010126,Chatterton/Strongstry,E60000043,Rossendale LPA,Rossendale Borough Council
44010131,Irwell Vale,E60000043,Rossendale LPA,Rossendale Borough Council
44010128,Fallbarn,E60000043,Rossendale LPA,Rossendale Borough Council
44010127,Cloughfold,E60000043,Rossendale LPA,Rossendale Borough Council
44010133,Rawtenstall Town Centre,E60000043,Rossendale LPA,Rossendale Borough Council
44010130,Haslingden Conservation Area,E60000043,Rossendale LPA,Rossendale Borough Council
44010129,Goodshawfold,E60000043,Rossendale LPA,Rossendale Borough Council
44010132,Loveclough Fold,E60000043,Rossendale LPA,Rossendale Borough Council
44010125,Bacup Town Centre,E60000043,Rossendale LPA,Rossendale Borough Council
44002692,Leyland Cross,E60000044,South Ribble LPA,South Ribble Borough Council
44006216,Sandy Lane,E60000044,South Ribble LPA,South Ribble Borough Council
44002691,Church Road,E60000044,South Ribble LPA,South Ribble Borough Council
44002694,"Greenbank Road, Penwortham",E60000044,South Ribble LPA,South Ribble Borough Council
44002690,Walton Green,E60000044,South Ribble LPA,South Ribble Borough Council
44002689,Church Brow,E60000044,South Ribble LPA,South Ribble Borough Council
44002688,Penwortham,E60000044,South Ribble LPA,South Ribble Borough Council
44002693,St Mary's,E60000044,South Ribble LPA,South Ribble Borough Council
44000226,Poulton-le-Fylde,E60000046,Wyre LPA,Wyre Borough Council
44006226,Fleetwood,E60000046,Wyre LPA,Wyre Borough Council
44006225,Churchtown,E60000046,Wyre LPA,Wyre Borough Council
44000223,Garstang,E60000046,Wyre LPA,Wyre Borough Council
44000225,Calder Vale,E60000046,Wyre LPA,Wyre Borough Council
44000224,Scorton,E60000046,Wyre LPA,Wyre Borough Council
44000227,Dolphinholme,E60000046,Wyre LPA,Wyre Borough Council
44000182,Derby Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000189,Christ Church,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44006773,Waterloo Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000181,Waterloo,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44004802,Blundellsands Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000176,Moor Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000185,Sefton Village,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000180,Little Crosby,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000178,Crosby Hall,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000184,Lunt Village,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44004801,Damfield Lane,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000183,Homer Green,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000177,Ince Blundell Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000179,Carr Houses,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000186,"Lydiate Hall and Chapel, Lydiate",E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000175,Green Lane,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44006214,Birkdale Village,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44006215,West Birkdale,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000188,Gloucester Road,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000187,Birkdale Park,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44006771,Lord Street,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44006772,Promenade,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000190,North Meols,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44004800,Churchtown,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44000174,Hesketh Road,E60000049,Sefton LPA,Sefton Metropolitan Borough Council
44007679,Rainhill Area 2,E60000050,St. Helens LPA,St Helens Council
44004834,Vulcan Village,E60000050,St. Helens LPA,St Helens Council
44007672,High Street,E60000050,St. Helens LPA,St Helens Council
44007673,Willow Park,E60000050,St. Helens LPA,St Helens Council
44006495,Newton-le-Willows,E60000050,St. Helens LPA,St Helens Council
44007678,Rainhill Area 3,E60000050,St. Helens LPA,St Helens Council
44006687,Rainhill,E60000050,St. Helens LPA,St Helens Council
44007674,Rainhill Area 1,E60000050,St. Helens LPA,St Helens Council
44006516,Earlestown,E60000050,St. Helens LPA,St Helens Council
44007677,George Street,E60000050,St. Helens LPA,St Helens Council
44004942,Victoria Square,E60000050,St. Helens LPA,St Helens Council
44007676,Rainford Area 2,E60000050,St. Helens LPA,St Helens Council
44006494,Rainford,E60000050,St. Helens LPA,St Helens Council
44007675,Rainford Area 1,E60000050,St. Helens LPA,St Helens Council
44000670,Eastham Village,E60000051,Wirral LPA,Wirral Borough Council
44000662,Gayton,E60000051,Wirral LPA,Wirral Borough Council
44000669,Thornton Hough,E60000051,Wirral LPA,Wirral Borough Council
44000668,Heswall Lower Village,E60000051,Wirral LPA,Wirral Borough Council
44000667,Bromborough Village,E60000051,Wirral LPA,Wirral Borough Council
44000666,Barnston Village,E60000051,Wirral LPA,Wirral Borough Council
44000665,Bromborough Pool,E60000051,Wirral LPA,Wirral Borough Council
44000676,Thustaston,E60000051,Wirral LPA,Wirral Borough Council
44000664,Port Sunlight,E60000051,Wirral LPA,Wirral Borough Council
44000681,Caldy,E60000051,Wirral LPA,Wirral Borough Council
44000684,Mountwood,E60000051,Wirral LPA,Wirral Borough Council
44000680,West Kirby,E60000051,Wirral LPA,Wirral Borough Council
44000663,Rock Park,E60000051,Wirral LPA,Wirral Borough Council
44000679,Frankby Village,E60000051,Wirral LPA,Wirral Borough Council
44005447,Oxton Village,E60000051,Wirral LPA,Wirral Borough Council
44000682,Meols Drive,E60000051,Wirral LPA,Wirral Borough Council
44000683,Clifton Park,E60000051,Wirral LPA,Wirral Borough Council
44000678,Saughall Massie,E60000051,Wirral LPA,Wirral Borough Council
44000677,The King's Gap,E60000051,Wirral LPA,Wirral Borough Council
44000674,Hamilton Square,E60000051,Wirral LPA,Wirral Borough Council
44000675,Birkenhead Park,E60000051,Wirral LPA,Wirral Borough Council
44000673,Flaybrick Hill Cemetery,E60000051,Wirral LPA,Wirral Borough Council
44000672,Bidston Village,E60000051,Wirral LPA,Wirral Borough Council
44005448,The Magazines,E60000051,Wirral LPA,Wirral Borough Council
44000671,Wellington Road,E60000051,Wirral LPA,Wirral Borough Council
44001244,Paull,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001243,Patrington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001236,Easington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001240,Holmpton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004765,Hessle Southfield,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004764,Hessle Town,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004767,North Ferriby Parkfield,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004766,North Ferriby,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004768,Brough,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001263,Welton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004769,Elloughton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004763,Swanland,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004757,Adlingfleet,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001268,Ellerker,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001266,South Cave,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004771,North Cave,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004772,Hotham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004774,South Newbald,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004773,North Newbald,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001257,Market Weighton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001253,Goodmanham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001277,Elloughton Dale Road,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001264,West Ella,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004770,Brantingham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004762,Kirk Ella,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004760,Skidby,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001267,Walkington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004759,Bishop Burton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001276,Cherry Burton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004758,Etton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001265,Lockington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001234,Wyton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001250,Swine,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004727,Long Riston,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001272,Catwick,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001248,Sigglesthorne,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001247,Seaton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001251,Brandesburton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001246,Bewholme,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004761,Cottingham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44005507,Beverley Grosvenor Place,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44005508,Beverley,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004728,Tickton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004729,Leven,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001260,Cranswick,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004731,North Frodingham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001254,Hutton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001271,Beswick,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001269,Lund,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004745,Middleton on the Wolds,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004746,North Dalton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001280,Bainton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004744,Tibthorpe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004740,Driffield North,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004743,Wetwang,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004742,Garton on the Wolds,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001258,Sledmere,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001238,Hedon Haven,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001239,Hedon,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001245,Preston,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001232,Burton Pidsea,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001252,Lelley,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001249,Sproatley,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001231,Sunk Island,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001242,Ottringham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001233,Winestead,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004725,Halsham (West),E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004724,Roos,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001279,Tunstall,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004723,Hilston,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001235,Aldbrough,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004726,Withernwick,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001237,Great Hatfield,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004730,Hornsea,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001241,Atwick,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004732,Sewerby,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001261,Flamborough,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001230,Dunnington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004736,Bridlington Hilderthorpe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004734,Bessingby,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004735,Bridlington Quay,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004733,Bridlington Old Town,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44005531,Goole,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001278,Airmyn,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004754,Snaith,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004755,Rawcliffe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001273,East Cottingwith,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004756,Howden,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001262,Everingham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004751,Allerthorpe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004753,Pocklington,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004752,Barmby Moor,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004748,Bishop Wilton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004749,Stamford Bridge,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004747,Bugthorpe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001255,Kirby Underdale,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004750,Shiptonthorpe,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001256,Londesborough,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001259,Warter,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001274,Foston on the Wolds,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004741,Driffield South,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004739,Nafferton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004738,Burton Agnes,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001270,Kilham,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44001275,Wold Newton,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44004737,Langtoft,E60000052,East Riding of Yorkshire LPA,East Riding of Yorkshire Council
44000237,Marfleet Village,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000520,Holderness Road (east),E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000517,St Andrew's Dock,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000527,Hessle Road,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000515,Boulevard,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000516,Coltman Street,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000514,Anlaby Park,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000519,Old Town,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000243,Jameson Street,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000244,Georgian New Town,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000245,Charterhouse,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000518,Spring Bank West,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000241,Spring Bank,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000521,Holderness Road (west),E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000242,Prince's Avenue,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000239,Avenues and Pearson Park,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000522,Beverley Road,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000523,Sculcoates,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000240,Ella Street,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000235,Garden Village,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000524,Newland Park,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000526,Newland,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000236,Broadway,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000234,Sutton Village,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000525,Cottingham Road,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44000238,Beverley High Road,E60000053,"Kingston upon Hull, City of LPA",Hull City Council
44006669,Waltham,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006202,Humberston,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003621,Humberston Fitties,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006667,Scartho,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006200,Bradford Avenue,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003617,Old Clee,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003622,Mill Road,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006670,Wellow,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006201,Cleethorpes Central Seafront,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006666,Central Grimsby,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003618,Holme Hill,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003616,Victoria Mills,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44006668,The Kasbah,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
44003619,Irby upon Humber,E60000054,North East Lincolnshire LPA,North East Lincolnshire Council
