entity,entity_name,lpa_reference,lpa_name,la_name
44006807,Haughton-le-Skerne,E60000002,Darlington LPA,Darlington Borough Council
44006810,Sadberge,E60000002,Darlington LPA,Darlington Borough Council
44000114,Coatham Mundeville,E60000002,Darlington LPA,Darlington Borough Council
44000106,Bishopton,E60000002,Darlington LPA,Darlington Borough Council
44000296,Seaton,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000297,Headland,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000295,Greatham,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000301,Stranton,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000294,Elwick,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000299,Grange,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000298,Park,E60000003,Hartlepool LPA,Hartlepool Borough Council
44000300,Church,E60000003,Hartlepool LPA,Hartlepool Borough Council
44005657,Nunthorpe and Poole,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005659,Stainton and Thornton,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005655,Marton Village and The Grove,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005652,Acklam Hall,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005654,Linthorpe,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005653,Albert Park and Linthorpe Road,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005656,Middlesbrough Historic Quarter,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44005658,Ormesby Hall,E60000004,Middlesbrough LPA,Middlesbrough Borough Council
44002923,Holywell,E60000005,Northumberland LPA,Northumberland County Council
44004915,Haltwhistle,E60000005,Northumberland LPA,Northumberland County Council
44002943,Allendale,E60000005,Northumberland LPA,Northumberland County Council
44004914,Haydon Bridge,E60000005,Northumberland LPA,Northumberland County Council
44004913,Newbrough,E60000005,Northumberland LPA,Northumberland County Council
44002944,Shotley,E60000005,Northumberland LPA,Northumberland County Council
44004911,Blanchland,E60000005,Northumberland LPA,Northumberland County Council
44002940,Corbridge,E60000005,Northumberland LPA,Northumberland County Council
44002941,Great Whittington,E60000005,Northumberland LPA,Northumberland County Council
44002932,Matfen,E60000005,Northumberland LPA,Northumberland County Council
44004910,Great Bavington,E60000005,Northumberland LPA,Northumberland County Council
44002945,Broomley,E60000005,Northumberland LPA,Northumberland County Council
44004906,Ovingham,E60000005,Northumberland LPA,Northumberland County Council
44004907,Ovington,E60000005,Northumberland LPA,Northumberland County Council
44004908,Newton,E60000005,Northumberland LPA,Northumberland County Council
44004905,Horsley,E60000005,Northumberland LPA,Northumberland County Council
44002934,Stamfordham,E60000005,Northumberland LPA,Northumberland County Council
44002926,Belsay,E60000005,Northumberland LPA,Northumberland County Council
44002928,Middleton,E60000005,Northumberland LPA,Northumberland County Council
44002935,Netherwitton,E60000005,Northumberland LPA,Northumberland County Council
44002947,Hexham,E60000005,Northumberland LPA,Northumberland County Council
44002946,Acomb,E60000005,Northumberland LPA,Northumberland County Council
44004912,Wall,E60000005,Northumberland LPA,Northumberland County Council
44002942,Humshaugh,E60000005,Northumberland LPA,Northumberland County Council
44004885,Kirknewton,E60000005,Northumberland LPA,Northumberland County Council
44004886,Norham,E60000005,Northumberland LPA,Northumberland County Council
44002929,Capheaton,E60000005,Northumberland LPA,Northumberland County Council
44004909,Kirkwhelpington,E60000005,Northumberland LPA,Northumberland County Council
44002927,Cambo,E60000005,Northumberland LPA,Northumberland County Council
44004883,Wooler,E60000005,Northumberland LPA,Northumberland County Council
44004877,Spittal,E60000005,Northumberland LPA,Northumberland County Council
44004876,Tweedmouth,E60000005,Northumberland LPA,Northumberland County Council
44004875,Berwick-upon-Tweed,E60000005,Northumberland LPA,Northumberland County Council
44002925,Seaton Delaval,E60000005,Northumberland LPA,Northumberland County Council
44002924,Cramlington Village,E60000005,Northumberland LPA,Northumberland County Council
44002922,Blyth Bondicar Terrace,E60000005,Northumberland LPA,Northumberland County Council
44002920,Blyth Heritage,E60000005,Northumberland LPA,Northumberland County Council
44002921,Blyth Central,E60000005,Northumberland LPA,Northumberland County Council
44004900,Amble,E60000005,Northumberland LPA,Northumberland County Council
44004903,Bedlington,E60000005,Northumberland LPA,Northumberland County Council
44002936,Morpeth,E60000005,Northumberland LPA,Northumberland County Council
44004902,Bothal,E60000005,Northumberland LPA,Northumberland County Council
44002930,Longhirst,E60000005,Northumberland LPA,Northumberland County Council
44002939,West Thirston,E60000005,Northumberland LPA,Northumberland County Council
44004901,Felton,E60000005,Northumberland LPA,Northumberland County Council
44004898,Guyzance,E60000005,Northumberland LPA,Northumberland County Council
44004899,Warkworth,E60000005,Northumberland LPA,Northumberland County Council
44004894,Alnmouth,E60000005,Northumberland LPA,Northumberland County Council
44002937,High Callerton,E60000005,Northumberland LPA,Northumberland County Council
44002938,Ponteland,E60000005,Northumberland LPA,Northumberland County Council
44002933,Whalton,E60000005,Northumberland LPA,Northumberland County Council
44002931,Longhorsley,E60000005,Northumberland LPA,Northumberland County Council
44004897,Newton on the Moor,E60000005,Northumberland LPA,Northumberland County Council
44004878,Holy Island,E60000005,Northumberland LPA,Northumberland County Council
44004896,Whitton,E60000005,Northumberland LPA,Northumberland County Council
44004895,Rothbury,E60000005,Northumberland LPA,Northumberland County Council
44004891,Whittingham,E60000005,Northumberland LPA,Northumberland County Council
44004890,Glanton,E60000005,Northumberland LPA,Northumberland County Council
44004889,Eglingham,E60000005,Northumberland LPA,Northumberland County Council
44004884,Chatton,E60000005,Northumberland LPA,Northumberland County Council
44004879,Belford,E60000005,Northumberland LPA,Northumberland County Council
44004893,Lesbury,E60000005,Northumberland LPA,Northumberland County Council
44004892,Alnwick,E60000005,Northumberland LPA,Northumberland County Council
44004888,Rock,E60000005,Northumberland LPA,Northumberland County Council
44004887,Embleton,E60000005,Northumberland LPA,Northumberland County Council
44004882,North Sunderland,E60000005,Northumberland LPA,Northumberland County Council
44004881,Seahouses,E60000005,Northumberland LPA,Northumberland County Council
44004880,Bamburgh,E60000005,Northumberland LPA,Northumberland County Council
44004813,Ormesby Hall,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000229,Wilton,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000233,Yearby,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000231,Kirkleatham,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004812,"Coatham, Redcar",E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004806,Liverton,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004805,Loftus,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000230,Skinningrove,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004807,Moorsholm,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004811,Guisborough,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004810,Skelton,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000228,Upleatham,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004808,Brotton,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44004809,Saltburn-by-the-Sea,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000232,Marske-by-the-Sea,E60000006,Redcar and Cleveland LPA,Redcar and Cleveland Borough Council
44000321,Thornaby Green,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000324,Stockton Town Centre,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000327,Bute Street,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000329,Norton,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000325,Billingham Green,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44006204,Cowpen Bewley,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000326,Wolviston,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000330,Yarm,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000323,Egglescliffe,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000328,Eaglescliffe with Preston,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44000322,Hartburn,E60000007,Stockton-on-Tees LPA,Stockton-on-Tees Borough Council
44009860,Lamesley CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009871,Marley Hill CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009863,Birtley CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009873,Sheriff Hill CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009875,Crow Hall CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009870,Lintzford CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009874,Rowlands Gill CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009869,Gibside CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009865,Bradley Park CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009866,Path Head CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009861,Ryton CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009864,Clara Vale CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009862,Ravensworth CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009859,Chowdene CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009876,Low Fell CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009858,Saltwell CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009872,Whickham CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009868,Axwell CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009857,Coatsworth CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009877,Walker Terrace/Regent Street CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44009867,Blaydon CA,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44010270,Bridges Ca,E60000008,Gateshead LPA,Gateshead Metropolitan Borough Council
44000547,Walbottle,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000548,Central,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000541,Summerhill Square,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000544,Ouseburn,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000543,Leazes,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000538,Framlington Place,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000539,South Jesmond,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44002959,Brandling Village,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000545,Jesmond Dene,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000546,Gosforth,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000537,St Nicholas Hospital,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44000542,Northumberland Gardens,E60000009,Newcastle upon Tyne LPA,Newcastle City Council
44006306,"St Peter's, Wallsend",E60000010,North Tyneside LPA,North Tyneside Council
44006311,The Green,E60000010,North Tyneside LPA,North Tyneside Council
44006299,Longbenton,E60000010,North Tyneside LPA,North Tyneside Council
44006310,Benton,E60000010,North Tyneside LPA,North Tyneside Council
44006305,Killingworth Village,E60000010,North Tyneside LPA,North Tyneside Council
44006312,Backworth,E60000010,North Tyneside LPA,North Tyneside Council
44006308,Monkseaton,E60000010,North Tyneside LPA,North Tyneside Council
44006302,Earsdon Village,E60000010,North Tyneside LPA,North Tyneside Council
44006314,New Quay,E60000010,North Tyneside LPA,North Tyneside Council
44006307,Fish Quay,E60000010,North Tyneside LPA,North Tyneside Council
44006301,Northumberland Square,E60000010,North Tyneside LPA,North Tyneside Council
44006300,Camp Terrace,E60000010,North Tyneside LPA,North Tyneside Council
44006304,Preston Park,E60000010,North Tyneside LPA,North Tyneside Council
44006315,Tynemouth Village,E60000010,North Tyneside LPA,North Tyneside Council
44006313,Cullercoats,E60000010,North Tyneside LPA,North Tyneside Council
44006303,St Mary's Island,E60000010,North Tyneside LPA,North Tyneside Council
44006309,"Sacred Heart Church, Wideopen",E60000010,North Tyneside LPA,North Tyneside Council
44006208,Monkton,E60000011,South Tyneside LPA,South Tyneside Council
44001017,Hebburn Hall,E60000011,South Tyneside LPA,South Tyneside Council
44006209,St Paul's,E60000011,South Tyneside LPA,South Tyneside Council
44006211,West Boldon,E60000011,South Tyneside LPA,South Tyneside Council
44006206,East Boldon,E60000011,South Tyneside LPA,South Tyneside Council
44001019,Whitburn,E60000011,South Tyneside LPA,South Tyneside Council
44006205,Cleadon,E60000011,South Tyneside LPA,South Tyneside Council
44001018,Cleadon Hills,E60000011,South Tyneside LPA,South Tyneside Council
44006210,Westoe,E60000011,South Tyneside LPA,South Tyneside Council
44001016,Mill Dam,E60000011,South Tyneside LPA,South Tyneside Council
44006207,Mariners' Cottages,E60000011,South Tyneside LPA,South Tyneside Council
44003607,St Michael's,E60000012,Sunderland LPA,Sunderland City Council
44003600,Nesham Place,E60000012,Sunderland LPA,Sunderland City Council
44003601,Newbottle Village,E60000012,Sunderland LPA,Sunderland City Council
44003611,Washington Village,E60000012,Sunderland LPA,Sunderland City Council
44003613,Silksworth Hall,E60000012,Sunderland LPA,Sunderland City Council
44003606,Ryhope Village,E60000012,Sunderland LPA,Sunderland City Council
44003604,The Cedars,E60000012,Sunderland LPA,Sunderland City Council
44003610,"Ashbrooke, Sunderland",E60000012,Sunderland LPA,Sunderland City Council
44003608,Bishopwearmouth,E60000012,Sunderland LPA,Sunderland City Council
44003609,Sunniside,E60000012,Sunderland LPA,Sunderland City Council
44003605,Old Sunderland,E60000012,Sunderland LPA,Sunderland City Council
44003602,Old Sunderland Riverside,E60000012,Sunderland LPA,Sunderland City Council
44003603,"Roker Park, Sunderland",E60000012,Sunderland LPA,Sunderland City Council
44003612,Whitburn Bents,E60000012,Sunderland LPA,Sunderland City Council
44000655,Chapeltown,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000654,Edgworth and Turton Bottoms,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44004782,Darwen Town Centre,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000656,Hoddlesden,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000657,Griffin,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000660,Darwen Street,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000661,King Street,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000658,Cathedral,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44004780,Northgate,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44004781,Richmond Terrace,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44000659,Revidge,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44006684,Corporation Park,E60000013,Blackburn with Darwen LPA,Blackburn with Darwen Borough Council
44005660,Foxhall,E60000014,Blackpool LPA,Blackpool Borough Council
44005663,Stanley Park,E60000014,Blackpool LPA,Blackpool Borough Council
44005661,Raikes,E60000014,Blackpool LPA,Blackpool Borough Council
44005662,Town Centre,E60000014,Blackpool LPA,Blackpool Borough Council
44005887,Rainow Brookhouse,E60000015,Cheshire East LPA,Cheshire East Council
44000387,Weston Village,E60000017,Halton LPA,Halton Borough Council
44007963,Halton Village,E60000017,Halton LPA,Halton Borough Council
44000383,Higher Runcorn,E60000017,Halton LPA,Halton Borough Council
44000380,Hale Village,E60000017,Halton LPA,Halton Borough Council
44007962,Hale Road,E60000017,Halton LPA,Halton Borough Council
44000386,West Bank Promenade,E60000017,Halton LPA,Halton Borough Council
44000384,Moore,E60000017,Halton LPA,Halton Borough Council
44000381,Halebank,E60000017,Halton LPA,Halton Borough Council
44000385,Victoria Square,E60000017,Halton LPA,Halton Borough Council
44007961,Daresbury,E60000017,Halton LPA,Halton Borough Council
44000423,Walton Village,E60000018,Warrington LPA,Warrington Borough Council
44000426,"London Road and Grappenhall Road, Stockton Heath",E60000018,Warrington LPA,Warrington Borough Council
44006220,Grappenhall Village,E60000018,Warrington LPA,Warrington Borough Council
44000427,"Ackers Road and Marlborough Crescent, Stockton Heath",E60000018,Warrington LPA,Warrington Borough Council
44000424,"Victoria Road and York Drive, Grappenhall",E60000018,Warrington LPA,Warrington Borough Council
44006221,Greenalls Brewery,E60000018,Warrington LPA,Warrington Borough Council
44000425,Lymm,E60000018,Warrington LPA,Warrington Borough Council
44000428,Thelwall Village,E60000018,Warrington LPA,Warrington Borough Council
44006223,Palmyra Square,E60000018,Warrington LPA,Warrington Borough Council
44006217,Bridge Street,E60000018,Warrington LPA,Warrington Borough Council
44006224,Town Hall,E60000018,Warrington LPA,Warrington Borough Council
44006218,Buttermarket Street,E60000018,Warrington LPA,Warrington Borough Council
44006219,Church Street,E60000018,Warrington LPA,Warrington Borough Council
44000429,Bewsey Street,E60000018,Warrington LPA,Warrington Borough Council
44000430,Winwick Street,E60000018,Warrington LPA,Warrington Borough Council
44006222,Culcheth (Newchurch),E60000018,Warrington LPA,Warrington Borough Council
44005029,"Portland Square, Workington",E60000019,Allerdale LPA,Allerdale Borough Council
44005030,"Brow Top, Workington",E60000019,Allerdale LPA,Allerdale Borough Council
44005032,"St Michaels, Workington",E60000019,Allerdale LPA,Allerdale Borough Council
44005026,Greysouthen,E60000019,Allerdale LPA,Allerdale Borough Council
44005028,Cockermouth,E60000019,Allerdale LPA,Allerdale Borough Council
44005027,Papcastle,E60000019,Allerdale LPA,Allerdale Borough Council
44005031,Maryport,E60000019,Allerdale LPA,Allerdale Borough Council
44005037,Torpenhow,E60000019,Allerdale LPA,Allerdale Borough Council
44005046,Caldbeck,E60000019,Allerdale LPA,Allerdale Borough Council
44005034,Blennerhasset,E60000019,Allerdale LPA,Allerdale Borough Council
44005035,Hayton,E60000019,Allerdale LPA,Allerdale Borough Council
44005033,Allonby,E60000019,Allerdale LPA,Allerdale Borough Council
44005038,Westnewton,E60000019,Allerdale LPA,Allerdale Borough Council
44005036,Mawbray,E60000019,Allerdale LPA,Allerdale Borough Council
44005045,Wigton,E60000019,Allerdale LPA,Allerdale Borough Council
44005044,West Curthwaite,E60000019,Allerdale LPA,Allerdale Borough Council
44005041,Gamelsby,E60000019,Allerdale LPA,Allerdale Borough Council
44005039,Silloth,E60000019,Allerdale LPA,Allerdale Borough Council
44005042,Kirkbampton,E60000019,Allerdale LPA,Allerdale Borough Council
44005043,Port Carlisle,E60000019,Allerdale LPA,Allerdale Borough Council
44005040,Bowness-on-Solway,E60000019,Allerdale LPA,Allerdale Borough Council
44005029,"Portland Square, Workington",E60000334,Cumberland LPA,Cumberland Unitary Authority
44005030,"Brow Top, Workington",E60000334,Cumberland LPA,Cumberland Unitary Authority
44005032,"St Michaels, Workington",E60000334,Cumberland LPA,Cumberland Unitary Authority
44005026,Greysouthen,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005028,Cockermouth,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005027,Papcastle,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005031,Maryport,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005037,Torpenhow,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005046,Caldbeck,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005034,Blennerhasset,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005035,Hayton,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005033,Allonby,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005038,Westnewton,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005036,Mawbray,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005045,Wigton,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005044,West Curthwaite,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005041,Gamelsby,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005039,Silloth,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005042,Kirkbampton,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005043,Port Carlisle,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005040,Bowness-on-Solway,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005075,Cumrew,E60000334,Cumberland LPA,Cumberland Unitary Authority
44001006,Dalston,E60000334,Cumberland LPA,Cumberland Unitary Authority
44009145,Brisco,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005076,Carlisle-Settle Railway,E60000334,Cumberland LPA,Cumberland Unitary Authority
44000997,Holme Head,E60000334,Cumberland LPA,Cumberland Unitary Authority
44001003,Great Corby,E60000334,Cumberland LPA,Cumberland Unitary Authority
44005074,Wetheral,E60000334,Cumberland LPA,Cumberland Unitary Authority
