dataset,resource,line-number,entry-number,field,issue-type,value,message
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10132,0,entity,unknown entity,statistical-geography:E04013010,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10133,0,entity,unknown entity,statistical-geography:E04013012,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10134,0,entity,unknown entity,statistical-geography:E04013013,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10135,0,entity,unknown entity,statistical-geography:E04013014,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10136,0,entity,unknown entity,statistical-geography:E04013015,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10137,0,entity,unknown entity,statistical-geography:E04013016,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10138,0,entity,unknown entity,statistical-geography:E04013017,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10139,0,entity,unknown entity,statistical-geography:E04013018,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10140,0,entity,unknown entity,statistical-geography:E04013019,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10141,0,entity,unknown entity,statistical-geography:E04013020,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10142,0,entity,unknown entity,statistical-geography:E04013021,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10143,0,entity,unknown entity,statistical-geography:E04013022,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10144,0,entity,unknown entity,statistical-geography:E04013023,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10145,0,entity,unknown entity,statistical-geography:E04013024,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10146,0,entity,unknown entity,statistical-geography:E04013025,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10147,0,entity,unknown entity,statistical-geography:E04013026,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10148,0,entity,unknown entity,statistical-geography:E04013027,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10149,0,entity,unknown entity,statistical-geography:E04013028,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10150,0,entity,unknown entity,statistical-geography:E04013029,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10151,0,entity,unknown entity,statistical-geography:E04013030,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10152,0,entity,unknown entity,statistical-geography:E04013031,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10153,0,entity,unknown entity,statistical-geography:E04013032,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10154,0,entity,unknown entity,statistical-geography:E04013033,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10155,0,entity,unknown entity,statistical-geography:E04013034,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10156,0,entity,unknown entity,statistical-geography:E04013035,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10157,0,entity,unknown entity,statistical-geography:E04013036,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10158,0,entity,unknown entity,statistical-geography:E04013037,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10159,0,entity,unknown entity,statistical-geography:E04013038,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10160,0,entity,unknown entity,statistical-geography:E04013039,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10161,0,entity,unknown entity,statistical-geography:E04013040,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10162,0,entity,unknown entity,statistical-geography:E04013041,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10163,0,entity,unknown entity,statistical-geography:E04013042,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10164,0,entity,unknown entity,statistical-geography:E04013043,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10165,0,entity,unknown entity,statistical-geography:E04013044,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10166,0,entity,unknown entity,statistical-geography:E04013045,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10167,0,entity,unknown entity,statistical-geography:E04013046,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10168,0,entity,unknown entity,statistical-geography:E04013047,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10169,0,entity,unknown entity,statistical-geography:E04013048,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10170,0,entity,unknown entity,statistical-geography:E04013049,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10171,0,entity,unknown entity,statistical-geography:E04013050,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10172,0,entity,unknown entity,statistical-geography:E04013051,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10173,0,entity,unknown entity,statistical-geography:E04013052,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10174,0,entity,unknown entity,statistical-geography:E04013053,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10175,0,entity,unknown entity,statistical-geography:E04013054,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10176,0,entity,unknown entity,statistical-geography:E04013055,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10177,0,entity,unknown entity,statistical-geography:E04013056,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10178,0,entity,unknown entity,statistical-geography:E04013057,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10179,0,entity,unknown entity,statistical-geography:E04013058,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10180,0,entity,unknown entity,statistical-geography:E04013059,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10181,0,entity,unknown entity,statistical-geography:E04013060,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10182,0,entity,unknown entity,statistical-geography:E04013061,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10183,0,entity,unknown entity,statistical-geography:E04013062,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10184,0,entity,unknown entity,statistical-geography:E04013063,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10185,0,entity,unknown entity,statistical-geography:E04013064,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10186,0,entity,unknown entity,statistical-geography:E04013065,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10187,0,entity,unknown entity,statistical-geography:E04013066,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10188,0,entity,unknown entity,statistical-geography:E04013067,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10189,0,entity,unknown entity,statistical-geography:E04013068,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10190,0,entity,unknown entity,statistical-geography:E04013069,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10191,0,entity,unknown entity,statistical-geography:E04013070,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10192,0,entity,unknown entity,statistical-geography:E04013071,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10193,0,entity,unknown entity,statistical-geography:E04013072,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10194,0,entity,unknown entity,statistical-geography:E04013073,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10195,0,entity,unknown entity,statistical-geography:E04013074,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10196,0,entity,unknown entity,statistical-geography:E04013075,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10197,0,entity,unknown entity,statistical-geography:E04013076,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10198,0,entity,unknown entity,statistical-geography:E04013077,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10199,0,entity,unknown entity,statistical-geography:E04013078,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10200,0,entity,unknown entity,statistical-geography:E04013079,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10201,0,entity,unknown entity,statistical-geography:E04013080,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10202,0,entity,unknown entity,statistical-geography:E04013081,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10203,0,entity,unknown entity,statistical-geography:E04013082,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10204,0,entity,unknown entity,statistical-geography:E04013083,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10205,0,entity,unknown entity,statistical-geography:E04013084,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10206,0,entity,unknown entity,statistical-geography:E04013085,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10207,0,entity,unknown entity,statistical-geography:E04013086,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10208,0,entity,unknown entity,statistical-geography:E04013087,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10209,0,entity,unknown entity,statistical-geography:E04013088,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10210,0,entity,unknown entity,statistical-geography:E04013089,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10211,0,entity,unknown entity,statistical-geography:E04013090,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10212,0,entity,unknown entity,statistical-geography:E04013091,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10213,0,entity,unknown entity,statistical-geography:E04013092,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10214,0,entity,unknown entity,statistical-geography:E04013093,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10215,0,entity,unknown entity,statistical-geography:E04013094,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10216,0,entity,unknown entity,statistical-geography:E04013095,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10217,0,entity,unknown entity,statistical-geography:E04013096,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10218,0,entity,unknown entity,statistical-geography:E04013097,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10219,0,entity,unknown entity,statistical-geography:E04013098,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10220,0,entity,unknown entity,statistical-geography:E04013099,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10221,0,entity,unknown entity,statistical-geography:E04013100,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10222,0,entity,unknown entity,statistical-geography:E04013101,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10223,0,entity,unknown entity,statistical-geography:E04013102,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10224,0,entity,unknown entity,statistical-geography:E04013103,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10225,0,entity,unknown entity,statistical-geography:E04013104,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10226,0,entity,unknown entity,statistical-geography:E04013105,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10227,0,entity,unknown entity,statistical-geography:E04013106,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10228,0,entity,unknown entity,statistical-geography:E04013107,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10229,0,entity,unknown entity,statistical-geography:E04013108,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10230,0,entity,unknown entity,statistical-geography:E04013109,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10231,0,entity,unknown entity,statistical-geography:E04013110,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10232,0,entity,unknown entity,statistical-geography:E04013111,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10233,0,entity,unknown entity,statistical-geography:E04013112,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10234,0,entity,unknown entity,statistical-geography:E04013113,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10235,0,entity,unknown entity,statistical-geography:E04013114,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10236,0,entity,unknown entity,statistical-geography:E04013115,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10237,0,entity,unknown entity,statistical-geography:E04013116,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10238,0,entity,unknown entity,statistical-geography:E04013117,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10239,0,entity,unknown entity,statistical-geography:E04013118,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10240,0,entity,unknown entity,statistical-geography:E04013119,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10241,0,entity,unknown entity,statistical-geography:E04013120,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10242,0,entity,unknown entity,statistical-geography:E04013121,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10243,0,entity,unknown entity,statistical-geography:E04013122,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10244,0,entity,unknown entity,statistical-geography:E04013123,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10245,0,entity,unknown entity,statistical-geography:E04013124,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10246,0,entity,unknown entity,statistical-geography:E04013125,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10247,0,entity,unknown entity,statistical-geography:E04013126,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10248,0,entity,unknown entity,statistical-geography:E04013128,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10249,0,entity,unknown entity,statistical-geography:E04013129,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10250,0,entity,unknown entity,statistical-geography:E04013130,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10251,0,entity,unknown entity,statistical-geography:E04013131,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10252,0,entity,unknown entity,statistical-geography:E04013132,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10253,0,entity,unknown entity,statistical-geography:E04013133,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10254,0,entity,unknown entity,statistical-geography:E04013134,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10255,0,entity,unknown entity,statistical-geography:E04013135,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10256,0,entity,unknown entity,statistical-geography:E04013136,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10257,0,entity,unknown entity,statistical-geography:E04013137,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10258,0,entity,unknown entity,statistical-geography:E04013138,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10259,0,entity,unknown entity,statistical-geography:E04013139,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10260,0,entity,unknown entity,statistical-geography:E04013140,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10261,0,entity,unknown entity,statistical-geography:E04013141,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10262,0,entity,unknown entity,statistical-geography:E04013142,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10263,0,entity,unknown entity,statistical-geography:E04013143,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10264,0,entity,unknown entity,statistical-geography:E04013144,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10265,0,entity,unknown entity,statistical-geography:E04013146,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10266,0,entity,unknown entity,statistical-geography:E04013147,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10267,0,entity,unknown entity,statistical-geography:E04013148,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10268,0,entity,unknown entity,statistical-geography:E04013149,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10269,0,entity,unknown entity,statistical-geography:E04013150,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10270,0,entity,unknown entity,statistical-geography:E04013151,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10271,0,entity,unknown entity,statistical-geography:E04013152,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10272,0,entity,unknown entity,statistical-geography:E04013153,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10273,0,entity,unknown entity,statistical-geography:E04013154,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10274,0,entity,unknown entity,statistical-geography:E04013155,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10275,0,entity,unknown entity,statistical-geography:E04013156,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10276,0,entity,unknown entity,statistical-geography:E04013157,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10277,0,entity,unknown entity,statistical-geography:E04013158,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10278,0,entity,unknown entity,statistical-geography:E04013159,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10279,0,entity,unknown entity,statistical-geography:E04013160,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10280,0,entity,unknown entity,statistical-geography:E04013161,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10281,0,entity,unknown entity,statistical-geography:E04013162,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10282,0,entity,unknown entity,statistical-geography:E04013163,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10283,0,entity,unknown entity,statistical-geography:E04013164,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10284,0,entity,unknown entity,statistical-geography:E04013165,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10285,0,entity,unknown entity,statistical-geography:E04013166,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10286,0,entity,unknown entity,statistical-geography:E04013167,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10287,0,entity,unknown entity,statistical-geography:E04013168,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10288,0,entity,unknown entity,statistical-geography:E04013169,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10289,0,entity,unknown entity,statistical-geography:E04013170,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10290,0,entity,unknown entity,statistical-geography:E04013171,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10291,0,entity,unknown entity,statistical-geography:E04013172,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10292,0,entity,unknown entity,statistical-geography:E04013173,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10293,0,entity,unknown entity,statistical-geography:E04013174,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10294,0,entity,unknown entity,statistical-geography:E04013175,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10295,0,entity,unknown entity,statistical-geography:E04013176,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10296,0,entity,unknown entity,statistical-geography:E04013177,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10297,0,entity,unknown entity,statistical-geography:E04013178,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10298,0,entity,unknown entity,statistical-geography:E04013179,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10299,0,entity,unknown entity,statistical-geography:E04013180,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10300,0,entity,unknown entity,statistical-geography:E04013181,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10301,0,entity,unknown entity,statistical-geography:E04013182,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10302,0,entity,unknown entity,statistical-geography:E04013183,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10303,0,entity,unknown entity,statistical-geography:E04013184,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10304,0,entity,unknown entity,statistical-geography:E04013185,
parish,6ba76db9fabbaef9de65143166108cfbe2280b83c226b0e77f2fb92954e87229,10305,0,entity,unknown entity,statistical-geography:E04013186,
